CTV3ID,CTV3PreferredTermDesc,CTV3Source
XaPSY,Management of multiple sclerosis in onset phase,CTV3Map_Code_And_Term
XaPSZ,Management of multiple sclerosis in early disease phase,CTV3Map_Code_And_Term
XaPSa,Management of multiple sclerosis in stable disability phase,CTV3Map_Code_And_Term
XaPSb,Management of MS in progressive disability phase,CTV3Map_Code_And_Term
XaPSc,Management of multiple sclerosis in palliative phase,CTV3Map_Code_And_Term
XaX9A,Multiple sclerosis monitoring administration,CTV3Map_Code_And_Term
XaX9F,Multiple sclerosis monitoring first letter,CTV3Map_Code_And_Term
XaX9H,Multiple sclerosis monitoring second letter,CTV3Map_Code_And_Term
XaX9J,Multiple sclerosis monitoring telephone invitation,CTV3Map_Code_And_Term
XaX9L,Multiple sclerosis monitoring third letter,CTV3_Children
XaXsg,Referral to community multiple sclerosis team,CTV3Map_Code_And_Term
F380.,Myasthenia gravis,CTV3Map_Code_And_Term
F3800,Persistent neonatal myasthenia gravis,CTV3_Children
F3801,Juvenile or adult myasthenia gravis,CTV3Map_Code_And_Term
F380z,Myasthenia gravis NOS,CTV3Map_Code_And_Term
F381.,Myasthenic syndrome due to disease EC,CTV3Map_Code_And_Term
F3810,Eaton Lambert myasthenic syndrome,CTV3Map_Code_And_Term
F3810,Eaton Lambert myasthenic syndrome,CTV3Map_Code_Only
F3813,(Myasth syndr due to diab amyotroph) or (diab amyotroph),High_Level_SNOMED
F383.,Congenital and developmental myasthenia,CTV3Map_Code_And_Term
Fyu84,[X]Other myasthenic syndromes in neoplastic disease CE,CTV3_Children
Fyu85,[X]Myasthenic syndromes/other diseases classified elsewhere,CTV3_Children
X00Cb,Genetically determined myasthenia,CTV3_Children
X00Ce,Congenital myasthenia,CTV3_Children
X00Cu,Myasthenia gravis associated with thymoma,CTV3_Children
X00Cv,Generalised myasthenia,CTV3_Children
X00Cw,Myopathy in myasthenia gravis,CTV3_Children
XE15n,Myasthenic syndrome due to diabetic amyotrophy,CTV3Map_Code_And_Term
XE15n,Myasthenic syndrome due to diabetic amyotrophy,CTV3Map_Code_Only
Eu023,[X]Dementia in Parkinson's disease,CTV3Map_Code_And_Term
F12..,Parkinson's disease,CTV3Map_Code_And_Term
F12z.,Parkinson's disease NOS,CTV3Map_Code_And_Term
X003a,Juvenile Parkinson's disease,CTV3_Children
XaOfZ,Cerebral degeneration in Parkinson's disease,CTV3Map_Code_And_Term
XaQwf,History of Parkinson's disease,CTV3Map_Code_And_Term
XaZYZ,Lindop Parkinson's assessment scale,CTV3Map_Code_And_Term
XaZxQ,Referral to Parkinson's service,CTV3Map_Code_And_Term
XaaRV,Referral to community Parkinson's service,CTV3Map_Code_And_Term
Xab7w,Seen by Parkinson's disease service,CTV3Map_Code_And_Term
XabbC,Referral to community Parkinson disease clin nurse spcialist,CTV3Map_Code_And_Term
XaeUN,"Multiple system atrophy, Parkinson variant",CTV3_Children
F140.,Friedreich ataxia,CTV3Map_Code_And_Term
F142.,Primary cerebellar degeneration,CTV3Map_Code_And_Term
F142z,Primary cerebellar degeneration NOS,CTV3Map_Code_And_Term
F1440,Alcoholic cerebellar degeneration,CTV3Map_Code_And_Term
X002R,Prog spinocerebellar ataxia with retained tendon reflexes,High_Level_SNOMED
X002U,Secondary cerebellar degeneration,High_Level_SNOMED
XaeUM,"Multiple system atrophy, cerebellar variant",CTV3_Children
F240.,Quadriplegia,CTV3Map_Code_And_Term
F240.,Quadriplegia,CTV3Map_Code_Only
X76je,Spastic quadriplegia,CTV3_Children
XM1Pw,Congenital quadriplegia,CTV3Map_Code_And_Term
XM1Pw,Congenital quadriplegia,CTV3Map_Code_Only
A413.,Progressive multifocal leucoencephalopathy,CTV3Map_Code_And_Term
A413.,Progressive multifocal leucoencephalopathy,CTV3Map_Code_Only
F0301,Subacute sclerosing panencephalitis,CTV3Map_Code_And_Term
F0301,Subacute sclerosing panencephalitis,CTV3Map_Code_Only
F11x8,Cerebral degeneration due to multifocal leucoencephalopathy,CTV3Map_Code_And_Term
