CTV3ID,CTV3PreferredTermDesc,CTV3Source
Xa8S7,Haemodialysis,CTV3Map_Code_And_Term
Xa8S7,Haemodialysis,CTV3Map_Code_Only
Xa9zl,Dependence on renal dialysis,QOF
XaBrA,Haemodialysis procedure,QOF
XaC2Z,[X] Peritoneal dialysis associated peritonitis,CTV3_Children
XaE9T,Donor renal transplantation,QOF
XaLiG,Thrombectomy of arteriovenous fistula,CTV3Map_Code_And_Term
XaLiH,Creation of graft fistula for dialysis,CTV3Map_Code_And_Term
XaM1o,"Allotransplantation of kidney from cadaver, heart-beating",QOF
XaM1p,"Allotransplantation kidney from cadaver, heart non-beating",QOF
XaM2A,Automated peritoneal dialysis,CTV3Map_Code_And_Term
XaMKM,Allotransplantation of kidney from cadaver NEC,QOF
XaMMt,Peritoneal dialysis NEC,CTV3Map_Code_And_Term
XaMtq,Extracorporeal albumin haemodialysis,CTV3Map_Code_And_Term
XaOmL,Ligation of arteriovenous dialysis fistula,CTV3Map_Code_And_Term
XaOoH,Ligation of arteriovenous dialysis graft,CTV3Map_Code_And_Term
XaREO,Continuous ambulatory peritoneal dialysis associated perit,CTV3_Children
XaZWa,Urological complication of renal transplant,QOF
XaZYx,Vascular complication of renal transplant,QOF
XaZc8,Ruptured aneurysm of dialysis vascular access,CTV3Map_Code_And_Term
XaZcQ,Aneurysm of superficialised artery of dialysis AV fistula,CTV3Map_Code_And_Term
XaZcU,Aneurysm of dialysis arteriovenous fistula,CTV3Map_Code_And_Term
XaZcX,Aneurysm of needle site of dialysis arteriovenous fistula,CTV3Map_Code_And_Term
XaZcd,Aneurysm of anastomotic site of dialysis AV fistula,CTV3Map_Code_And_Term
XaZdk,Thrombus in peritoneal dialysis catheter,CTV3Map_Code_And_Term
XaZe2,Rupture of artery of transplanted kidney,QOF
XaZe3,Rupture of vein of transplanted kidney,QOF
XaZe7,Stenosis of vein of transplanted kidney,QOF
XaZkw,Aneurysm of vein of transplanted kidney,QOF
XaZl0,Aneurysm of artery of transplanted kidney,QOF
XaZlu,Stenosis of dialysis vascular access,CTV3Map_Code_And_Term
XaZlv,Thrombosis of dialysis vascular access,CTV3Map_Code_And_Term
XaZmp,Anaphylactoid reaction due to haemodialysis,CTV3Map_Code_And_Term
Xaa2O,Thrombosis of artery of transplanted kidney,QOF
Xaa2Q,Thrombosis of vein of transplanted kidney,QOF
Xaa5S,Occlusion of dialysis vascular access,CTV3Map_Code_And_Term
Xaa5T,Infection of dialysis vascular access,CTV3Map_Code_And_Term
Xaa5U,Haemorrhage of dialysis vascular access,CTV3Map_Code_And_Term
Xaa5W,Stenosis of dialysis arteriovenous graft,CTV3Map_Code_And_Term
Xaa5X,Stenosis of dialysis arteriovenous shunt,CTV3_Children
Xaa5e,Thrombosis of dialysis arteriovenous graft,CTV3_Children
Xaa5f,Thrombosis of dialysis arteriovenous fistula,CTV3Map_Code_And_Term
Xaa5g,Thrombosis of dialysis arteriovenous shunt,CTV3_Children
Xaa5h,Occlusion of dialysis arteriovenous graft,CTV3Map_Code_And_Term
Xaa5i,Occlusion of dialysis arteriovenous fistula,CTV3Map_Code_And_Term
Xaa5j,Occlusion of dialysis arteriovenous shunt,CTV3_Children
Xaa6n,Infection of dialysis arteriovenous graft,CTV3Map_Code_And_Term
Xaa6o,Infection of dialysis arteriovenous fistula,CTV3Map_Code_And_Term
Xaa7F,Infection of dialysis arteriovenous shunt,CTV3_Children
Xaa7H,Haemorrhage of dialysis arteriovenous graft,CTV3_Children
Xaa7I,Haemorrhage of dialysis arteriovenous fistula,CTV3Map_Code_And_Term
Xaa7J,Haemorrhage of dialysis arteriovenous shunt,CTV3_Children
Xaa7K,Rupture of dialysis arteriovenous graft,CTV3Map_Code_And_Term
XaaEx,Stenosis of arterial side of dialysis arteriovenous shunt,CTV3_Children
XaaEy,Stenosis of venous side of dialysis arteriovenous shunt,CTV3_Children
ZV420,[V]Kidney transplanted,QOF
ZV451,[V]Renal dialysis status,CTV3Map_Code_And_Term
ZV56.,[V]Aftercare involving intermittent dialysis,CTV3Map_Code_And_Term
ZV560,[V]Aftercare involving extracorporeal dialysis,CTV3Map_Code_And_Term
ZV560,[V]Aftercare involving extracorporeal dialysis,CTV3Map_Code_Only
ZV561,[V]Preparatory care for dialysis,CTV3_Children
ZV56y,[V]Other specified aftercare involving intermittent dialysis,CTV3_Children
ZV56z,[V]Unspecified aftercare involving intermittent dialysis,CTV3_Children
ZVu3G,[X]Other dialysis,CTV3Map_Code_And_Term
