CTV3ID,CTV3PreferredTermDesc,CTV3Source
G230.,Malignant hypertensive heart and renal disease,QOF
G231.,Benign hypertensive heart and renal disease,CTV3Map_Code_And_Term
G231.,Benign hypertensive heart and renal disease,QOF
G232.,Hypertensive heart&renal dis wth (congestive) heart failure,CTV3Map_Code_And_Term
G232.,Hypertensive heart&renal dis wth (congestive) heart failure,QOF
G233.,Hypertensive heart and renal disease with renal failure,CTV3Map_Code_And_Term
G233.,Hypertensive heart and renal disease with renal failure,QOF
G234.,Hyperten heart&renal dis+both(congestv)heart and renal fail,CTV3Map_Code_And_Term
G234.,Hyperten heart&renal dis+both(congestv)heart and renal fail,QOF
G23z.,Hypertensive heart and renal disease NOS,CTV3Map_Code_And_Term
G23z.,Hypertensive heart and renal disease NOS,QOF
G24..,Secondary hypertension,CTV3Map_Code_And_Term
G24..,Secondary hypertension,QOF
G240.,Malignant secondary hypertension,CTV3Map_Code_And_Term
G240.,Malignant secondary hypertension,QOF
G2400,Secondary malignant renovascular hypertension,CTV3Map_Code_And_Term
G2400,Secondary malignant renovascular hypertension,QOF
G240z,Secondary malignant hypertension NOS,CTV3Map_Code_And_Term
G240z,Secondary malignant hypertension NOS,QOF
G241.,Secondary benign hypertension,CTV3Map_Code_And_Term
G241.,Secondary benign hypertension,QOF
G2410,Secondary benign renovascular hypertension,CTV3Map_Code_And_Term
G2410,Secondary benign renovascular hypertension,QOF
G241z,Secondary benign hypertension NOS,CTV3Map_Code_And_Term
G241z,Secondary benign hypertension NOS,QOF
G244.,Hypertension secondary to endocrine disorders,CTV3Map_Code_And_Term
G244.,Hypertension secondary to endocrine disorders,QOF
G24z.,Secondary hypertension NOS,CTV3Map_Code_And_Term
G24z.,Secondary hypertension NOS,QOF
G24z0,Secondary renovascular hypertension NOS,CTV3Map_Code_And_Term
G24z0,Secondary renovascular hypertension NOS,QOF
G24zz,Secondary hypertension NOS,CTV3_Children
G24zz,Secondary hypertension NOS,QOF
G2y..,Other specified hypertensive disease,CTV3Map_Code_And_Term
G2y..,Other specified hypertensive disease,QOF
G2z..,Hypertensive disease NOS,CTV3Map_Code_And_Term
G2z..,Hypertensive disease NOS,QOF
G672.,Hypertensive: [encephalopathy] or [crisis],High_Level_SNOMED
Gyu2.,[X]Hypertensive diseases,CTV3Map_Code_And_Term
Gyu2.,[X]Hypertensive diseases,QOF
Gyu20,[X]Other secondary hypertension,CTV3Map_Code_And_Term
Gyu20,[X]Other secondary hypertension,QOF
Gyu21,[X]Hypertension secondary to other renal disorders,CTV3Map_Code_And_Term
Gyu21,[X]Hypertension secondary to other renal disorders,QOF
L122.,Other pre-existing hypertension in preg/childbirth/puerp,CTV3Map_Code_And_Term
L122.,Other pre-existing hypertension in preg/childbirth/puerp,QOF
L1220,Other pre-existing hypertension in preg/childb/puerp unspec,CTV3Map_Code_And_Term
L1220,Other pre-existing hypertension in preg/childb/puerp unspec,QOF
L1221,Other pre-existing hypertension in preg/childb/puerp - deliv,CTV3Map_Code_And_Term
L1221,Other pre-existing hypertension in preg/childb/puerp - deliv,QOF
L1222,Oth pre-exist hypert in preg/childb/puerp -del with p/n comp,CTV3_Children
L1222,Oth pre-exist hypert in preg/childb/puerp -del with p/n comp,QOF
L1223,Other pre-exist hypertension in preg/childb/puerp-not deliv,CTV3Map_Code_And_Term
L1223,Other pre-exist hypertension in preg/childb/puerp-not deliv,QOF
L1224,Other pre-exist hypertension in preg/childb/puerp + p/n comp,CTV3_Children
L1224,Other pre-exist hypertension in preg/childb/puerp + p/n comp,QOF
L122z,Other pre-existing hypertension in preg/childb/puerp NOS,CTV3Map_Code_And_Term
L122z,Other pre-existing hypertension in preg/childb/puerp NOS,QOF
L127.,Pre-eclampsia or eclampsia with pre-existing hypertension,CTV3Map_Code_And_Term
L127.,Pre-eclampsia or eclampsia with pre-existing hypertension,QOF
L127z,Pre-eclampsia or eclampsia + pre-existing hypertension NOS,CTV3Map_Code_And_Term
L127z,Pre-eclampsia or eclampsia + pre-existing hypertension NOS,QOF
L128.,Pre-exist hypertension compl preg childbirth and puerperium,CTV3Map_Code_And_Term
L128.,Pre-exist hypertension compl preg childbirth and puerperium,QOF
L1280,Pre-exist hyperten heart dis compl preg childbth+puerperium,CTV3Map_Code_And_Term
L1281,Pre-exist hyperten heart renal dis comp preg chldbirth/puerp,CTV3_Children
L1281,Pre-exist hyperten heart renal dis comp preg chldbirth/puerp,QOF
L1282,Pre-exist 2ndry hypertens comp preg childbth and puerprum,CTV3Map_Code_And_Term
L1282,Pre-exist 2ndry hypertens comp preg childbth and puerprum,QOF
XE0Ub,Hypertension,CTV3Map_Code_And_Term
XE0Ub,Hypertension,CTV3Map_Code_Only
XE0Ub,Hypertension,QOF
XE0Uc,Essential hypertension,CTV3Map_Code_And_Term
XE0Uc,Essential hypertension,CTV3Map_Code_Only
XE0Uc,Essential hypertension,QOF
XE0Ud,Essential hypertension NOS,CTV3Map_Code_And_Term
XE0Ud,Essential hypertension NOS,CTV3Map_Code_Only
XE0Ud,Essential hypertension NOS,QOF
XE0Ue,Hypertensive heart disease NOS without CCF,CTV3Map_Code_And_Term
XE0Ue,Hypertensive heart disease NOS without CCF,CTV3Map_Code_Only
XE0Ue,Hypertensive heart disease NOS without CCF,QOF
XE0Uf,Hypertensive renal disease,CTV3Map_Code_And_Term
XE0Uf,Hypertensive renal disease,CTV3Map_Code_Only
XE0VM,Hypertensive encephalopathy,CTV3Map_Code_And_Term
XE0VM,Hypertensive encephalopathy,CTV3Map_Code_Only
XE0W8,(Hypertensive disease) or (hypertension),CTV3_Children
XE0W8,(Hypertensive disease) or (hypertension),QOF
XE0xu,Pregnancy with hypertension (& [pre-existing]),CTV3_Children
XE2NY,Hypertension monitoring admin.,CTV3Map_Code_And_Term
XE2NY,Hypertension monitoring admin.,CTV3Map_Code_Only
XE2NZ,Hypertension monitoring check done,CTV3Map_Code_And_Term
XE2NZ,Hypertension monitoring check done,CTV3Map_Code_Only
XM1Qp,Cardiomegaly - hypertensive,CTV3Map_Code_And_Term
XM1Qp,Cardiomegaly - hypertensive,CTV3Map_Code_Only
XM1Qp,Cardiomegaly - hypertensive,QOF
XM1U2,Hypertension clinic admin.,CTV3Map_Code_And_Term
XM1U2,Hypertension clinic admin.,CTV3Map_Code_Only
XM1YA,Hypertension monitoring,CTV3Map_Code_And_Term
XSDSb,Diastolic hypertension,CTV3Map_Code_And_Term
XSDSb,Diastolic hypertension,QOF
Xa0Cs,Labile hypertension,CTV3_Children
Xa0Cs,Labile hypertension,QOF
Xa0kX,Renovascular hypertension,CTV3_Children
Xa0kX,Renovascular hypertension,QOF
Xa0lt,Pre-existing hypertension complicating pregnancy,CTV3_Children
Xa0lt,Pre-existing hypertension complicating pregnancy,QOF
Xa3fQ,Malignant hypertension,CTV3_Children
Xa3fQ,Malignant hypertension,QOF
Xa8HD,On treatment for hypertension,CTV3Map_Code_And_Term
XaBLq,Antihypertensive therapy,CTV3Map_Code_And_Term
XaBSX,Hypertension screening recall,High_Level_SNOMED
XaBU4,Hypertension monitoring status,High_Level_SNOMED
XaBU5,Hypertension monitoring call,High_Level_SNOMED
XaIy8,Moderate hypertension control,CTV3Map_Code_And_Term
XaIyD,Hypertension six month review,CTV3Map_Code_And_Term
XaIyE,Hypertension annual review,CTV3Map_Code_And_Term
XaJ5h,Patient on maximal tolerated antihypertensive therapy,CTV3Map_Code_And_Term
XaJ5h,Patient on maximal tolerated antihypertensive therapy,QOF
XaJYi,Hypertension clinical management plan,CTV3Map_Code_And_Term
XaM5f,High cost hypertension drugs,CTV3Map_Code_And_Term
XaM5n,Other specified high cost hypertension drugs,CTV3Map_Code_And_Term
XaM5p,High cost hypertension drugs NOS,CTV3_Children
XaXOi,Hypertension 9 month review,CTV3Map_Code_And_Term
XaYZS,Hypertension self-management plan review,High_Level_SNOMED
XaZWm,Stage 1 hypertension (NICE - Nat Ins for Hth Clin Excl 2011),CTV3Map_Code_And_Term
XaZWm,Stage 1 hypertension (NICE - Nat Ins for Hth Clin Excl 2011),CTV3Map_Code_Only
XaZWm,Stage 1 hypertension (NICE - Nat Ins for Hth Clin Excl 2011),QOF
XaZWn,Severe hypertension (Nat Inst for Health Clinical Ex 2011),CTV3Map_Code_And_Term
XaZWn,Severe hypertension (Nat Inst for Health Clinical Ex 2011),CTV3Map_Code_Only
XaZWn,Severe hypertension (Nat Inst for Health Clinical Ex 2011),QOF
XaZbT,Hypertension resistant to drug therapy,CTV3Map_Code_And_Term
XaZbT,Hypertension resistant to drug therapy,QOF
XaZbz,Stage 2 hypertension (NICE - Nat Ins for Hth Clin Excl 2011),CTV3Map_Code_And_Term
XaZbz,Stage 2 hypertension (NICE - Nat Ins for Hth Clin Excl 2011),QOF
XaZzo,Nocturnal hypertension,CTV3_Children
XaZzo,Nocturnal hypertension,QOF
Xab9L,Stage 1 hyperten (NICE 2011) without evidnce end organ damge,CTV3_Children
Xab9L,Stage 1 hyperten (NICE 2011) without evidnce end organ damge,QOF
Xab9M,Stage 1 hyperten (NICE 2011) with evidnce end organ damge,CTV3_Children
Xab9M,Stage 1 hyperten (NICE 2011) with evidnce end organ damge,QOF
Xafj3,Hypertension monitoring invitation short msg service txt msg,QOF
Xafj4,Hypertension mnitoring short msg service text msg 1st invitn,QOF
Xafj5,Hypertension mnitoring short msg service text msg 2nd invitn,QOF
Xafj6,Hypertension mnitoring short msg service text msg 3rd invitn,QOF
XagLb,Hypertension monitoring invitation email,QOF
Y1328,Refractory Hypertension,CTV3_Children
